Cell type,test,material,time (hr),concentration (ug/ml),viability (%),Hydrodynamic diameter (nm),Zeta potential (mV)
HepG2,AlamarBlue,SiO2,24,50,66.423,8,-31.7
HepG2,AlamarBlue,SiO2,24,100,65.207,8,-31.7
HepG2,AlamarBlue,SiO2,24,200,63.99,8,-31.7
HepG2,AlamarBlue,SiO2,24,500,64.477,8,-31.7
HepG2,AlamarBlue,SiO2,24,10,68.856,8,-36.3
HepG2,AlamarBlue,SiO2,24,50,63.504,8,-36.3
HepG2,AlamarBlue,SiO2,24,100,62.287,8,-36.3
HepG2,AlamarBlue,SiO2,24,200,60.584,8,-36.3
HepG2,AlamarBlue,SiO2,24,500,58.151,8,-36.3
HepG2,AlamarBlue,SiO2,72,10,57.011,8.15,-24.5
HepG2,AlamarBlue,SiO2,72,50,55.172,9,-24.5
HepG2,AlamarBlue,SiO2,72,100,55.172,9,-24.5
HepG2,AlamarBlue,SiO2,72,200,49.425,9,-24.5
HepG2,AlamarBlue,SiO2,72,500,46.437,9,-24.5
HepG2,AlamarBlue,SiO2,72,10,95.172,9,-38.1
HepG2,AlamarBlue,SiO2,72,50,65.747,9,-38.1
HepG2,AlamarBlue,SiO2,72,100,60.92,9,-38.1
HepG2,AlamarBlue,SiO2,72,200,54.713,9,-38.1
HepG2,AlamarBlue,SiO2,72,500,42.299,9,-38.1
HepG2,AlamarBlue,SiO2,72,10,66.437,9,-31.7
HepG2,AlamarBlue,SiO2,72,50,58.161,9,-31.7
HepG2,AlamarBlue,SiO2,72,100,56.322,9,-31.7
HepG2,AlamarBlue,SiO2,72,200,56.322,9,-31.7
HepG2,AlamarBlue,SiO2,72,500,55.862,9,-31.7
HepG2,MTT,SiO2,24,50,96.447,10,5.65
HepG2,MTT,SiO2,24,100,93.57,10,-21.02
HepG2,MTT,SiO2,24,1,97.8,10,20.02
HepG2,MTT,SiO2,24,10,97.8,10,20.02
HepG2,MTT,SiO2,24,12.5,95.77,10,20.02
HepG2,MTT,SiO2,24,25,95.77,10,20.02
HepG2,MTT,SiO2,24,50,95.601,10,20.02
HepG2,MTT,SiO2,24,100,92.555,10,20.02
HepG2,MTT,SiO2,24,1,95.601,10,-8.75
HepG2,MTT,SiO2,24,10,93.232,10,-9.9
HepG2,MTT,SiO2,24,12.5,92.047,10,-97.37
HepG2,MTT,SiO2,24,25,91.709,10,8.29
HepG2,MTT,SiO2,24,50,87.817,10,8.29
HepG2,MTT,SiO2,24,100,72.927,10,-33.75
HepG2,MTT,SiO2,3,1,97.504,10,71.7
HepG2,MTT,SiO2,3,10,94.54,10,71.7
HepG2,MTT,SiO2,3,12.5,89.392,10,71.7
HepG2,MTT,SiO2,3,25,87.52,10,71.7
HepG2,MTT,SiO2,3,50,80.187,10,71.7
HepG2,MTT,SiO2,3,100,72.075,10,71.7
HepG2,MTT,SiO2,6,1,96.568,10,71.7
HepG2,MTT,SiO2,6,10,92.356,10,71.7
HepG2,MTT,SiO2,6,12.5,87.207,10,71.7
HepG2,MTT,SiO2,6,25,83.151,10,71.7
HepG2,MTT,SiO2,6,50,66.615,10,71.7
HepG2,MTT,SiO2,6,100,61.622,10,71.7
HepG2,MTT,SiO2,9,1,96.1,10,71.7
HepG2,MTT,SiO2,9,10,88.456,10,71.7
HepG2,MTT,SiO2,9,12.5,80.655,10,71.7
HepG2,MTT,SiO2,9,25,70.671,10,71.7
HepG2,MTT,SiO2,9,50,49.922,10,71.7
HepG2,MTT,SiO2,9,100,39.938,10,71.7
HepG2,MTT,SiO2,12,1,91.888,10,71.7
HepG2,MTT,SiO2,12,10,84.867,10,71.7
HepG2,MTT,SiO2,12,12.5,61.154,10,71.7
HepG2,MTT,SiO2,12,25,42.122,10,71.7
HepG2,MTT,SiO2,12,50,27.613,10,71.7
HepG2,MTT,SiO2,12,100,22.153,10,71.7
HepG2,MTT,SiO2,24,1,98.604,10,-6.285
HepG2,MTT,SiO2,24,5,81.98,10,-0.025
HepG2,MTS,Pt,4,15,6.9705,10.9,-17.1
HepG2,MTS,Pt,24,10,79.17,10.9,31.735
HepG2,MTS,Pt,24,25,63.44,10.9,4.635
HepG2,MTT,ZnO,24,400,77.778,19.4,6.01
HepG2,MTT,ZnO,24,50,94.301,19.4,-8.82
HepG2,MTT,ZnO,24,100,93.534,19.4,-8.3
HepG2,MTT,ZnO,24,200,89.918,19.4,-8.34
HepG2,MTT,TiO2,24,400,81.479,19.4,20.02
HepG2,MTT,TiO2,24,50,87.945,19.4,-27.06
HepG2,MTT,TiO2,24,100,78.082,19.4,-36.25
HepG2,MTT,TiO2,24,200,66.904,19.4,-9.18
HepG2,MTT,CuO,24,400,48.164,19.4,-13.315
HepG2,MTT,CuO,24,50,89.18,19.4,-8.36
HepG2,MTT,CuO,24,100,72.85,20,-27
HepG2,MTT,CuO,24,200,57.024,20,-26.23
HepG2,MTT,Co3O4,24,400,47.125,20,-8.915
HepG2,MTT,Co3O4,24,50,90.82,20,-27.06
HepG2,MTT,Co3O4,24,100,83.695,20,-17.86
HepG2,MTT,Co3O4,24,200,75.687,20,-9.64
HepG2,MTT,CaHCO3,24,1.5,99.319,29.57,88
HepG2,MTT,CaHCO3,24,1.5,102.21,29.57,-140
HepG2,MTT,CaHCO3,24,1.5,85.349,29.57,-99
HepG2,MTT,CaHCO3,24,15,93.309,29.57,-158
HepG2,MTT,CaHCO3,24,1.5,94.261,29.57,88
HepG2,MTT,CaHCO3,24,1.5,89.391,29.57,-140
HepG2,MTT,CaHCO3,24,1.5,89.391,29.57,-99
HepG2,MTT,CaHCO3,72,1.67,102.43,29.57,-10.33
HepG2,MTT,CaHCO3,72,2.5,109.53,29.57,-10.33
HepG2,MTT,CaHCO3,72,5,116.63,29.57,-10.33
HepG2,MTT,CaHCO3,72,6.25,106.09,29.57,-10.33
HepG2,MTT,CaHCO3,72,12.5,81.47,29.57,-10.33
HepG2,MTT,CaHCO3,72,1.67,98.377,29.57,-4.58
HepG2,MTT,CaHCO3,72,2.5,101.01,29.57,-4.58
HepG2,MTT,CaHCO3,72,5,106.49,29.57,-4.58
HepG2,MTT,CaHCO3,72,6.25,107.91,29.57,-4.58
HepG2,MTT,Ag,24,25,96.919,30,-8
HepG2,MTT,Ag,24,50,87.441,30,-8
HepG2,MTT,Ag,24,100,82.227,30,-8
HepG2,MTT,Ag,24,200,78.436,30,-8
HepG2,MTT,Ag,24,400,57.109,30,-8
HepG2,MTT,Ag,48,25,97.867,30,-8
HepG2,MTT,Ag,48,50,91.469,30,-8
HepG2,MTT,Ag,48,100,86.256,30,-8
HepG2,MTT,ZnO,72,200,65.187,30,-8
HepG2,MTT,ZnO,72,400,47.897,30,-8
HepG2,MTT,ZnO,24,25,98.293,30,-8
HepG2,MTT,ZnO,24,50,93.902,30,-8
HepG2,MTT,ZnO,24,100,87.317,30,-8
HepG2,MTT,ZnO,24,200,79.268,30,-8
HepG2,MTT,ZnO,24,400,50,30,-8
HepG2,MTT,ZnO,48,25,92.927,30,-8
HepG2,MTT,ZnO,48,50,95.61,30,-8
HepG2,MTT,ZnO,48,100,91.951,30,-8
HepG2,MTT,ZnO,48,200,74.878,30,-8
HepG2,MTT,ZnO,48,400,54.39,30,-8
HepG2,MTT,ZnO,72,25,91.951,30,-8
HepG2,MTT,ZnO,72,50,76.585,30,-8
HepG2,MTT,ZnO,72,100,70.488,30,-8
HepG2,MTT,ZnO,72,200,70.488,30,-8
HepG2,MTT,ZnO,72,400,41.951,30,-8
HepG2,MTT,ZnO,24,25,83.575,30,-40.5
HepG2,MTT,Au,72,50,38.278,30,-40.5
HepG2,MTT,Au,72,100,29.665,30,-40.5
HepG2,MTT,Au,72,200,23.206,30,-40.5
HepG2,MTT,Au,72,400,14.593,30,-40.5
HepG2,MTT,Au,48,3.125,98.282,30,29.28
HepG2,MTT,Au,48,6.25,82.646,30,29.28
HepG2,MTT,Au,48,12.5,15.636,30,29.28
HepG2,MTT,Au,48,25,5.4983,30,29.28
HepG2,MTT,Au,48,50,2.921,30,29.28
HepG2,MTT,Au,48,100,1.2027,30,29.28
HepG2,MTT,Au,48,3.125,100.86,30,-0.52
HepG2,MTT,Au,48,6.25,101.89,30,-0.52
HepG2,MTT,Au,48,12.5,103.78,30,-0.52
HepG2,MTT,Au,48,25,101.2,30,-0.52
HepG2,MTT,Au,48,50,83.333,30,-0.52
HepG2,MTT,CuO,24,12.5,69.373,68.3,41.52
HepG2,MTT,CuO,24,25,53.134,70,45.12
HepG2,MTT,CuO,24,50,40.456,70,-3.75
HepG2,MTT,CuO,24,100,15.385,70,15.05
HepG2,MTT,CuO,24,200,1.567,70,18.2
HepG2,NRU,CuO,24,5,98.923,71,31.49
HepG2,NRU,CuO,24,25,97.981,71,-29.9
HepG2,NRU,CuO,24,50,95.155,71,-9.51
HepG2,NRU,CuO,24,75,94.886,71,-29.45
HepG2,NRU,CuO,24,100,93.809,71,-7.8
HepG2,MTS,NiO,24,10,68.144,267,61.44
HepG2,MTS,NiO,24,12.5,68.041,267,61.44
HepG2,MTS,NiO,24,25,68.041,270,61.44
HepG2,MTS,NiO,24,50,55.464,270,61.44
HepG2,MTS,NiO,24,75,52.062,270,61.44
HepG2,NRU,NiO,24,100,45.567,270,61.44
HepG2,NRU,NiO,24,1,83.402,270,61.44
HepG2,NRU,NiO,24,6.25,80,270,61.44
HepG2,NRU,NiO,24,10,78.454,270,61.44
HepG2,NRU,NiO,24,12.5,77.216,270,61.44
HepG2,MTT,Bi2O3,24,0.01,107.4297,504.5,-47.6
HepG2,MTT,Bi2O3,24,0.1,107.6305,504.5,-47.6
HepG2,MTT,Bi2O3,24,1,113.253,504.5,-47.6
HepG2,MTT,Bi2O3,24,10,109.4377,504.5,-47.6
HepG2,MTT,Bi2O3,24,25,105.2209,504.5,-47.6
HepG2,MTT,Bi2O3,24,50,96.3855,504.5,-47.6
HepG2,MTT,Bi2O3,24,75,91.3655,504.5,-47.6
HepG2,NRU,Bi2O3,24,100,142.2222,504.5,-10.7
HepG2,NRU,Bi2O3,24,120,115.5556,504.5,-10.7
HepG2,NRU,Bi2O3,24,150,151.1111,504.5,-10.7
HepG2,NRU,Bi2O3,6,0,100,504.5,-10.7
HepG2,NRU,Bi2O3,6,20,116.6667,504.5,-10.7
HepG2,NRU,Bi2O3,6,40,110,504.5,-10.7
HepG2,NRU,Bi2O3,6,60,104.4444,504.5,-10.7
HepG2,NRU,Bi2O3,6,80,111.1111,504.5,-10.7
HepG2,CCK-8,CaHCO3,24,100,99.89,1025,-10.7
HepG2,CCK-8,CaHCO3,24,120,114.67,1025,-10.7
HepG2,CCK-8,CaHCO3,24,150,119.59,1025,-10.7
HepG2,CCK-8,CaHCO3,6,0,100,1025,-10.7
HepG2,CCK-8,CaHCO3,6,20,93.91,1025,-10.7
HepG2,CCK-8,CaHCO3,6,40,92.16,1025,-10.7
HepG2,CCK-8,CaHCO3,6,60,95.67,1025,-10.7
HepG2,CCK-8,CaHCO3,6,80,90.05,1025,-10.7
HepG2,CCK-8,CaHCO3,6,100,88.29,1025,-10.7
HepG2,CCK-8,CaHCO3,6,120,103.06,1025,-10.7
HepG2,CCK-8,CaHCO3,6,150,90.75,1025,-10.7
HepG2,CCK-8,CaHCO3,3,0,100,1073.5,-10.7
HFL1,MTT,Al2O3,24,50,78.772,50,-31
HFL1,MTT,Al2O3,24,100,62.404,50,-31
HFL1,MTT,Al2O3,24,12.5,96.675,50,-31
HFL1,MTT,Al2O3,24,25,95.908,50,-31
HFL1,MTT,Al2O3,24,50,74.936,50,-31
HFL1,MTT,SiO2,24,100,44.757,50,-31
HFL1,MTT,SiO2,24,12.5,99.233,50,-30
HFL1,MTT,SiO2,24,25,96.675,50,-30
HFL1,MTT,SiO2,24,50,79.795,50,-30
HFL1,MTT,SiO2,24,100,79.795,50,-30
HFL1,MTT,TiO2,24,12.5,98.465,50,-30
HFL1,MTT,TiO2,24,25,96.419,50,-30
HFL1,MTT,TiO2,24,50,77.238,50,-30
HFL1,MTT,TiO2,24,100,77.238,50,-30
HFL1,MTT,TiO2,48,12.5,66.334,50,-35
HFL1,MTT,ZnO,48,25,54.863,50,-35
HFL1,MTT,ZnO,48,50,43.89,50,-35
HFL1,MTT,ZnO,48,100,26.185,50,-35
HFL1,MTT,ZnO,48,12.5,77.556,50,-35
HFL1,MTT,ZnO,48,25,66.334,50,-35
hFOB1.19,MTT,Au,24,16,98.622,22,-13.5
hFOB1.19,MTT,Au,24,32,97.243,22,-13.5
hFOB1.19,MTT,Au,24,64,98.315,22,-13.5
hFOB1.19,MTT,Au,24,128,98.622,22,-13.5
hFOB1.19,MTT,Au,24,8,93.539,22,-13.5
hFOB1.19,MTT,Au,24,16,94.86,22,-13.5
hFOB1.19,MTT,Au,24,32,95.448,22,-13.5
hFOB1.19,MTT,Au,24,64,98.385,22,-13.5
hFOB1.19,MTT,Au,24,128,92.364,22,-13.5
hFOB1.19,MTT,Au,24,0.028,83.921,22,-60.7
hFOB1.19,MTT,Au,24,0.061,83.357,22,-60.7
hFOB1.19,MTT,Au,24,0.131,88.011,22,-60.7
hFOB1.19,MTT,Au,24,0.281,91.537,22,-60.7
hFOB1.19,MTT,Au,24,0.604,92.102,22,-60.7
hFOB1.19,MTT,Au,24,1.298,93.371,22,-60.7
hFOB1.19,NRU,Au,24,2.791,95.769,22,-60.7
hFOB1.19,NRU,Au,24,6,71.227,22,-60.7
hFOB1.19,NRU,Au,48,0.028,99.577,22,-60.7
hFOB1.19,NRU,Au,48,0.061,96.897,22,-60.7
hFOB1.19,NRU,Au,48,0.131,95.769,22,-60.7
hFOB1.19,NRU,Au,48,0.281,97.884,22.415,-60.7
hFOB1.19,NRU,Au,48,0.604,95.346,22.83,-60.7
hFOB1.19,NRU,Au,48,1.298,97.461,22.83,-60.7
hFOB1.19,NRU,Au,48,2.791,95.769,22.83,-60.7
hFOB1.19,NRU,Au,48,6,100.71,22.83,-60.7
hFOB1.19,NRU,Au,24,0.028,86.46,22.83,-60.7
hFOB1.19,NRU,Au,24,0.061,80.395,22.83,-60.7
hFOB1.19,NRU,Au,24,0.131,82.37,22.83,-60.7
hFOB1.19,NRU,Au,24,0.281,87.729,22.83,-60.7
hFOB1.19,NRU,Au,24,0.604,82.793,22.83,-60.7
HGF,MTT,Cu,72,0,100,386.9,-35
HGF,MTT,Cu,72,1,95,386.9,-35
HGF,MTT,Cu,72,10,91,386.9,-35
HGF,MTT,Cu,72,100,88,386.9,-35
HGF,MTT,Cu,24,0,100,386.9,-35
HGF,MTT,Cu,24,1,96.376,386.9,-35
HGF,MTT,Cu,24,10,95.302,386.9,-35
HGF,MTT,Cu,24,100,93.691,386.9,-35
HK-2,XTT,Fe3O4,24,1.2,77.41,20,14.05
HK-2,XTT,Fe3O4,24,2.5,76.691,20,14.05
HK-2,XTT,Fe3O4,24,5,41.727,20,17.7
HK-2,XTT,Fe3O4,24,0.3,100,20,49.5
HK-2,XTT,Fe3O4,24,0.6,100.29,20,49.5
HK-2,XTT,Fe3O4,24,1.2,99.424,20,39.64
HK-2,XTT,Fe3O4,24,2.5,100.29,20,39.64
HK-2,XTT,Fe3O4,24,5,98.705,20,-32.81
HK-2,XTT,Fe3O4,24,0.3,94.416,20,-18
HK-2,XTT,Fe3O4,24,0.6,92.893,20,-18
HK-2,XTT,Fe3O4,24,1.2,88.198,20,24.3
HK-2,XTT,Fe3O4,24,2.5,64.848,20,25.67
HK-2,XTT,Fe3O4,24,5,66.244,20,25.67
HK-2,XTT,Fe3O4,24,0.3,90.355,20,14.05
hMSC,CCK-8,CaHCO3,24,40,28.702,29.57,17.5
hMSC,CCK-8,CaHCO3,24,50,10.238,29.57,71.7
hMSC,CCK-8,CaHCO3,24,50,19.927,29.57,71.7
hMSC,CCK-8,CaHCO3,24,50,20.841,29.57,44.6
hMSC,CCK-8,CaHCO3,24,60,7.8611,29.57,71.7
hMSC,CCK-8,CaHCO3,24,60,16.453,29.57,71.7
hMSC,CCK-8,CaHCO3,24,60,17.185,29.57,44.6
hMSC,CCK-8,CaHCO3,24,80,7.6782,29.57,-53.9
hMSC,CCK-8,CaHCO3,24,80,10.969,29.57,-38.015
hMSC,CCK-8,CaHCO3,24,80,11.335,29.57,44.6
hMSC,CCK-8,CaHCO3,24,100,7.4954,29.57,71.7
hMSC,CCK-8,CaHCO3,24,100,7.6782,29.57,-35.9
hMSC,CCK-8,CaHCO3,24,100,9.5064,29.57,17.5
hMSC,CCK-8,CaHCO3,24,15,71.03,29.57,-158
hMSC,CCK-8,CaHCO3,24,15,75.567,29.57,88
hMSC,CCK-8,CaHCO3,24,15,72.251,29.57,-140
hMSC,CCK-8,CaHCO3,24,15,83.072,29.57,-99
hMSC,CCK-8,CaHCO3,24,1.5,87.053,29.57,-158
hMSC,NRU,CuO,72,1.67,73.333,29.57,-10.33
hMSC,NRU,CuO,72,2.5,33.725,29.57,-10.33
hMSC,NRU,CuO,72,5,20.784,29.57,-10.33
hMSC,NRU,CuO,72,6.25,10,29.57,-10.33
hMSC,NRU,CuO,72,12.5,6.6667,29.57,-10.33
hMSC,NRU,CuO,72,1.67,92.745,29.57,-4.58
hMSC,NRU,CuO,72,2.5,92.549,29.57,-4.58
hMSC,NRU,CuO,72,5,93.137,29.57,-4.58
hPDLF,MTT,C,24,32,107.1,90,0.9
hPDLF,MTT,C,24,2,100.46,90,-18.9
hPDLF,MTT,C,24,4,99.691,90,-18.9
hPDLF,MTT,C,24,8,100,90,-18.9
hPDLF,MTT,C,24,16,96.296,90,-18.9
hPDLF,MTT,C,24,32,86.883,90,-18.9
hPDLF,MTT,C,2,20,98.956,90,-35.6
hPDLF,MTT,C,2,50,100.42,90,-35.6
hPDLF,MTT,C,2,100,102.92,90,-35.6
hPDLF,MTT,C,2,20,70.146,90,31.4
hPDLF,MTT,C,2,50,78.288,90,31.4
hPDLF,MTT,C,2,100,66.806,90,31.4
hPDLF,MTT,C,2,20,113.14,90,-35.6
hPDLF,MTT,C,2,50,118.48,90,-35.6
hPDLF,MTT,C,2,100,113.14,90,-35.6
hPDLF,MTT,C,2,20,89.528,91.15,31.4
hPDLF,MTT,C,2,50,110.06,92.05,31.4
hPDLF,MTT,C,2,100,99.179,92.05,31.4
hPDLF,MTT,C,24,20,90.947,92.05,-35.6
hPDLF,MTT,C,24,50,96.091,92.05,-35.6
hPDLF,MTT,C,24,100,103.09,93.15,-35.6
hPDLF,MTT,C,24,20,75.309,93.15,31.4
hPDLF,MTT,C,24,50,68.724,93.65,31.4
hPDLF,MTT,C,24,100,57.613,94.5,31.4
hPDLF,MTT,C,24,20,100.85,94.5,-35.6
hPDLF,MTT,C,24,50,106.13,94.5,-35.6
hPDLF,MTT,C,24,100,110.36,94.5,-35.6
hPDLF,MTT,C,24,20,103.81,94.5,31.4
hPDLF,MTT,C,24,50,101.27,94.5,31.4
hPDLF,MTT,C,24,100,96.617,94.5,31.4
hPDLF,MTT,Fe3O4,24,0.2,86.637,94.5,-34.1
hPDLF,MTT,Fe3O4,24,0.4,90.869,94.5,-34.1
hPDLF,MTT,Fe3O4,24,2,88.864,100,-34.1
hPDLF,MTT,Fe3O4,24,4,91.537,100,-34.1
hPDLF,MTT,Fe3O4,24,20,89.755,100,-34.1
hPDLF,MTT,Fe3O4,24,40,89.755,100,-34.1
hPDLF,MTT,Fe3O4,24,200,89.31,100,-34.1
hPDLF,MTT,Fe3O4,24,400,69.71,100,-34.1
hPDLF,MTT,Fe3O4,96,0.2,89.978,100,-34.1
hPDLF,MTT,Fe3O4,96,0.4,96.659,100,-34.1
hPDLF,MTT,Fe3O4,96,2,112.25,100,-34.1
hPDLF,MTT,Fe3O4,96,4,104.9,100,-34.1
hPDLF,MTT,Fe3O4,96,20,103.34,100,-34.1
hPDLF,MTT,Fe3O4,96,40,109.13,100,-34.1
hPDLF,MTT,Fe3O4,96,200,110.47,100,-34.1
HT-1080,MTT,CeO2,12,10,100.7792,437,1.7
HT-1080,MTT,CeO2,12,20,97.4892,437,1.7
HT-1080,MTT,CeO2,12,50,99.5671,437,1.7
HT-1080,MTT,CeO2,12,100,97.8355,437,1.7
HT-1080,NRU,CeO2,24,25,94.9799,437,-47.6
HT-1080,NRU,CeO2,24,50,61.245,437,-47.6
HT-1080,NRU,CeO2,24,75,53.6145,444.9,-47.6
HT-1080,NRU,CeO2,24,100,67.8715,504.5,-47.6
HT29,MTT,CeO2,24,0.001,99.4819,386.9,1.7
HT29,MTT,CeO2,24,0.01,101.5544,386.9,1.7
HT29,MTT,CeO2,24,0.1,93.5233,386.9,1.7
HT29,MTT,CeO2,24,1,96.6321,400.5,1.7
HT29,MTT,CeO2,24,5,91.9689,437,1.7
HT29,MTT,CeO2,24,10,93.5233,437,1.7
HT29,MTT,CeO2,24,20,90.1554,437,1.7
HT29,MTT,CeO2,24,50,89.8964,437,1.7
HT29,MTT,CeO2,24,100,93.7824,437,1.7
HT29,MTT,CeO2,12,0.001,99.3939,437,1.7
HUVEC,CVS,SiO2,24,0.01,87.616,19.1,-88.25
HUVEC,CVS,SiO2,24,0.1,75.97,19.1,-43.7
HUVEC,CVS,SiO2,24,1,56.562,19.1,10.4
HUVEC,CVS,SiO2,24,10,0.92421,19.4,-27
HUVEC,CVS,SiO2,24,0.001,80.591,19.4,-8.24
HUVEC,CVS,SiO2,24,0.01,66.174,19.4,17.6
HUVEC,CVS,SiO2,24,0.1,62.477,19.4,17.6
HUVEC,CVS,SiO2,24,1,38.078,19.4,-38.7
HUVEC,CVS,SiO2,24,50,96.19,19.4,-22.62
HUVEC,CVS,SiO2,24,100,75.873,19.4,-36.25
HUVEC,CVS,SiO2,24,200,47.09,19.4,-45.5
HUVEC,CVS,SiO2,24,400,37.249,19.4,-25.165
HUVEC,CVS,SiO2,24,50,98.836,19.4,6.53
HUVEC,CVS,SiO2,24,100,89.63,19.4,-9.18
HUVEC,CVS,SiO2,24,200,78.836,19.4,-23.19
HUVEC,CCK-8,Au,24,0.6,88.198,20,6.5
HUVEC,CCK-8,Au,24,1.2,83.503,20,14.05
HUVEC,CCK-8,Au,24,2.5,23.223,20,57.25
HUVEC,CCK-8,Au,24,5,13.325,20,57.25
HUVEC,CCK-8,Au,24,0.3,99.112,20,39.64
HUVEC,CCK-8,Au,24,0.6,99.112,20,39.64
HUVEC,CCK-8,Au,24,1.2,99.112,20,39.64
HUVEC,CCK-8,Au,24,2.5,94.162,20,25.75
HUVEC,CCK-8,Au,24,5,95.305,20,11
HUVEC,CCK-8,Pt,24,0.3,95.07,20,-8.1
HUVEC,CCK-8,Pt,24,0.6,90.645,20,26.4
HUVEC,CCK-8,Pt,24,1.2,81.037,20,-23.1
HUVEC,CCK-8,Pt,24,2.5,80.025,20,-23.1
HUVEC,CCK-8,Pt,24,5,74.21,20,-20.75
HUVEC,CCK-8,Pt,24,0.3,99.747,20,71.7
HUVEC,CCK-8,Pt,24,0.6,87.105,20,6.5
HUVEC,CCK-8,Pt,24,1.2,82.427,20,14.05
HUVEC,CCK-8,Pt,24,2.5,43.363,20,17.7
HUVEC,CCK-8,Pt,24,5,26.422,20.12,17.7
HUVEC,CCK-8,Pt,24,0.3,99.747,20.12,39.64
HUVEC,CCK-8,Pt,24,0.6,100,20.12,49.5
HUVEC,CCK-8,SiO2,24,1.2,99.494,20.12,39.64
HUVEC,CCK-8,SiO2,24,2.5,98.736,20.12,39.64
HUVEC,CCK-8,SiO2,24,5,100,20.12,-32.81
HUVEC,CCK-8,SiO2,24,0.3,84.988,20.12,-23.1
HUVEC,CCK-8,SiO2,24,0.6,86.849,20.12,-90.55
HUVEC,CCK-8,SiO2,24,1.2,85.484,20.12,-23.1
HUVEC,CCK-8,SiO2,24,2.5,70.72,20.12,71.7
HUVEC,CCK-8,SiO2,24,5,54.094,20.12,71.7
HUVEC,CCK-8,SiO2,24,0.3,67.99,20.12,46.65
HUVEC,CCK-8,SiO2,24,0.6,16.377,20.12,57.25
HUVEC,CCK-8,SiO2,24,1.2,16.377,20.12,57.25
HUVEC,CCK-8,SiO2,24,2.5,14.764,20.12,57.25
HUVEC,CCK-8,TiO2,24,5,13.896,20.12,57.25
HUVEC,CCK-8,TiO2,24,0.3,94.541,20.12,25.75
HUVEC,CCK-8,TiO2,24,0.6,89.578,20.12,-67.75
HUVEC,CCK-8,TiO2,24,1.2,89.826,20.3,-67.75
HUVEC,CCK-8,TiO2,24,2.5,88.834,20.3,-67.75
HUVEC,CCK-8,TiO2,24,5,86.104,20.3,-12.75
HUVEC,CCK-8,TiO2,24,0.3,101.63,20.3,-8.75
HUVEC,CCK-8,TiO2,24,0.6,98.37,20.3,-8.1
HUVEC,CCK-8,TiO2,24,1.2,98.37,20.415,-8.1
HUVEC,CCK-8,TiO2,24,2.5,87.092,21,-90.55
HUVEC,CCK-8,TiO2,24,5,79.348,21,24.3
HUVEC,CCK-8,TiO2,24,0.3,97.011,21,39.1
HUVEC,CCK-8,TiO2,24,0.6,82.337,21,14.05
HUVEC,CCK-8,TiO2,24,1.2,66.168,21,46.65
HUVEC,CCK-8,TiO2,24,2.5,26.223,21,17.7
HUVEC,CCK-8,TiO2,24,5,17.12,21,57.25
HUVEC,CCK-8,C,24,0.3,102.45,21,10.4
HUVEC,CCK-8,C,24,0.6,101.36,21,-19.95
HUVEC,CCK-8,C,24,1.2,103.26,21,10.4
HUVEC,CCK-8,C,24,2.5,102.99,21,10.4
HUVEC,CCK-8,Fe3O4,24,5,103.26,21,71.23
HUVEC,CCK-8,Fe3O4,4,5,124.78,21,35.9
HUVEC,CCK-8,Fe3O4,4,10,128.04,21,35.9
HUVEC,CCK-8,Fe3O4,4,20,126.3,21,35.9
HUVEC,CCK-8,Fe3O4,4,40,101.09,21,35.9
HUVEC,CCK-8,Fe3O4,24,5,110.22,21,35.9
HUVEC,CCK-8,Fe3O4,24,10,98.261,21,35.9
HUVEC,CCK-8,Fe3O4,24,20,45.217,21,35.9
HUVEC,CCK-8,C,48,250,22.222,120,-33.33
HUVEC,CCK-8,C,72,20,45.062,120,-33.33
HUVEC,CCK-8,C,72,40,40.741,120,-33.33
HUVEC,CCK-8,C,72,60,30.864,120,-33.33
HUVEC,CCK-8,C,72,80,27.932,120,-33.33
HUVEC,CCK-8,C,72,100,27.623,120,-33.33
HUVEC,CCK-8,C,72,150,25.463,120,-33.33
HUVEC,CCK-8,C,72,200,25.463,120,-33.33
HUVEC,CCK-8,C,72,250,20.37,120,-33.33
HUVEC,CCK-8,C,24,25,70.14,120,-33.33
HUVEC,CCK-8,C,24,50,60.342,120,-33.33
HUVEC,CCK-8,C,24,100,18.663,120,-33.33
HUVEC,CCK-8,C,24,200,11.975,120,-33.33
HUVEC,CCK-8,C,24,400,6.5319,120,-33.33
HUVEC,CCK-8,C,24,600,8.2426,120,-33.33
HUVEC,CCK-8,C,24,800,11.042,120,-33.33
HUVEC,CCK-8,C,24,1000,11.353,124.5,-33.33
HUVEC,CCK-8,C,48,25,59.72,125,-33.33
HUVEC,CCK-8,C,48,50,43.079,125,-33.33
HUVEC,CCK-8,C,48,100,20.218,125,-33.33
HUVEC,CCK-8,C,48,200,8.8647,125,-33.33
HUVEC,CCK-8,C,48,400,4.3546,125,-33.33
HUVEC,CCK-8,C,48,600,4.3546,125,-33.33
HUVEC,CCK-8,C,48,800,5.9098,126.45,-33.33
HUVEC,CCK-8,C,48,1000,7.3095,131.9,-33.33
HUVEC,NRU,C,72,25,55.21,134.645,-33.33
HUVEC,NRU,C,72,50,38.103,141,-33.33
HUVEC,NRU,C,72,100,17.729,141,-33.33
HUVEC,NRU,C,72,200,5.9098,141,-33.33
HUVEC,NRU,C,72,400,4.9767,141,-33.33
HUVEC,NRU,C,72,600,4.9767,141,-33.33
HUVEC,NRU,C,72,800,6.5319,141,-33.33
